mse,rmse,r2,cv_mse_mean,cv_mse_std,cv_r2_mean,cv_r2_std
0.0008240425537478651,0.02870614139427076,0.34005653976150907,0.0018436602898923645,0.0012901638523831044,-0.40676182605139993,0.551768617584178
